line,id,source_file,type,course_code,decision,issues,question,answer
1055,IR-MP-ARC6184-017,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,ARC6184,keep,,What is topic 1 in ARC6184?,Topic 1 in ARC6184 Making Embedded Systems: Introduction.
1056,IR-MP-ARC6184-018,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,ARC6184,keep,,What is topic 2 in ARC6184?,Topic 2 in ARC6184 Making Embedded Systems: Creating a system architecture.
1057,IR-MP-ARC6184-019,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,ARC6184,keep,,What is topic 3 in ARC6184?,Topic 3 in ARC6184 Making Embedded Systems: Getting on the hardware.
1058,IR-MP-ARC6184-020,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,ARC6184,keep,,What is topic 4 in ARC6184?,"Topic 4 in ARC6184 Making Embedded Systems: Inputs, outputs and timers."
1059,IR-MP-ARC6184-021,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,ARC6184,keep,,What is topic 5 in ARC6184?,Topic 5 in ARC6184 Making Embedded Systems: Managing the flow of activity.
1060,IR-MP-ARC6184-022,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,ARC6184,keep,,What is topic 6 in ARC6184?,Topic 6 in ARC6184 Making Embedded Systems: Communicating with peripherals.
1061,IR-MP-ARC6184-023,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,ARC6184,keep,,What is topic 7 in ARC6184?,Topic 7 in ARC6184 Making Embedded Systems: Doing more with less.
1062,IR-MP-ARC6184-024,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,ARC6184,keep,,What is topic 8 in ARC6184?,Topic 8 in ARC6184 Making Embedded Systems: PCB design and layout.
1063,IR-MP-ARC6184-025,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,ARC6184,keep,,What is topic 9 in ARC6184?,"Topic 9 in ARC6184 Making Embedded Systems: PCB fabrication, soldering and reworking."
1064,IR-MP-ARC6184-026,intelligent_robotics_qa_pairs.jsonl,subject_clos,ARC6184,keep,,What are the course learning outcomes for ARC6184 Making Embedded Systems?,Course learning outcomes for ARC6184 Making Embedded Systems: Describe the hardware and software requirements of a robust embedded systems from datasheet.; Construct an embedded controller with support circuit from scratch.; Develop a software framework using systematic thinking for the embedded controller to perform a useful task.; Design PCB layout for an electronic prototype.
1065,IR-MP-ARC6184-027,intelligent_robotics_qa_pairs.jsonl,subject_clo_item,ARC6184,keep,,What is CLO 1 for ARC6184?,CLO 1 for ARC6184 Making Embedded Systems: Describe the hardware and software requirements of a robust embedded systems from datasheet.
1066,IR-MP-ARC6184-028,intelligent_robotics_qa_pairs.jsonl,subject_clo_item,ARC6184,keep,,What is CLO 2 for ARC6184?,CLO 2 for ARC6184 Making Embedded Systems: Construct an embedded controller with support circuit from scratch.
1067,IR-MP-ARC6184-029,intelligent_robotics_qa_pairs.jsonl,subject_clo_item,ARC6184,keep,,What is CLO 3 for ARC6184?,CLO 3 for ARC6184 Making Embedded Systems: Develop a software framework using systematic thinking for the embedded controller to perform a useful task.
1068,IR-MP-ARC6184-030,intelligent_robotics_qa_pairs.jsonl,subject_clo_item,ARC6184,keep,,What is CLO 4 for ARC6184?,CLO 4 for ARC6184 Making Embedded Systems: Design PCB layout for an electronic prototype.
1069,IR-MP-ARC6184-031,intelligent_robotics_qa_pairs.jsonl,subject_source,ARC6184,keep,,What sources were used for ARC6184 Making Embedded Systems?,ARC6184 Making Embedded Systems uses source structure BSc-IR-March-2026-T2610.pdf and source detail Subject Code all.docx.
1070,IR-MP-ARC6184-032,intelligent_robotics_qa_pairs.jsonl,subject_notes,ARC6184,keep,,What notes are listed for ARC6184 Making Embedded Systems?,Notes for ARC6184 Making Embedded Systems: Prerequisite overridden by programme structure.
1071,IR-MP-ARC6184-033,intelligent_robotics_qa_pairs.jsonl,subject_full_outline,ARC6184,keep,,Show the full subject outline for ARC6184 Making Embedded Systems.,"Subject Code: ARC6184

Title: Making Embedded Systems

Category: core

Group: technical

Year: 3

Trimester: 3

Intake Cycle Label: October/November 2028

Credit Hours: 4

Contact Hours: 60 hours (lectures, tutorials and laboratory experiments)

Pre-Requisite: ARC6123 Micro-controllers & Micro-processors

Objective:
To introduce the best practice and the art of putting together an embedded system, from selection of processors, basic hardware requirements, to software design.

Assessment:
- Quiz: 20%
- Test: 20%
- Lab Test: 30%
- Project: 30%

Course Contents:
- Introduction
- Creating a system architecture
- Getting on the hardware
- Inputs, outputs and timers
- Managing the flow of activity
- Communicating with peripherals
- Doing more with less
- PCB design and layout
- PCB fabrication, soldering and reworking

Course Learning Outcomes:
- Describe the hardware and software requirements of a robust embedded systems from datasheet.
- Construct an embedded controller with support circuit from scratch.
- Develop a software framework using systematic thinking for the embedded controller to perform a useful task.
- Design PCB layout for an electronic prototype.

Source Structure: BSc-IR-March-2026-T2610.pdf

Source Detail: Subject Code all.docx

Notes:
- Prerequisite overridden by programme structure."
1072,IR-MP-ARC6184-034,intelligent_robotics_qa_pairs.jsonl,subject_study_scope,ARC6184,keep,,What should a student know from ARC6184 Making Embedded Systems?,"ARC6184 Making Embedded Systems objective: To introduce the best practice and the art of putting together an embedded system, from selection of processors, basic hardware requirements, to software design. Key contents: Introduction; Creating a system architecture; Getting on the hardware; Inputs, outputs and timers; Managing the flow of activity; Communicating with peripherals; Doing more with less; PCB design and layout; PCB fabrication, soldering and reworking Learning outcomes: Describe the hardware and software requirements of a robust embedded systems from datasheet.; Construct an embedded controller with support circuit from scratch.; Develop a software framework using systematic thinking for the embedded controller to perform a useful task.; Design PCB layout for an electronic prototype."
1073,IR-MP-ART6116-001,intelligent_robotics_qa_pairs.jsonl,subject_overview,ART6116,keep,duplicate_question,What is ART6116 Industrial Training about?,"ART6116 Industrial Training is a industrial_training subject in the technical group. Objective: To expose students to the real working environment and get acquainted with organization structure, business operations and administrative functions; to gain hands-on experience in related fields; and to foster collaboration between industry and university."
1074,IR-MP-ART6116-002,intelligent_robotics_qa_pairs.jsonl,subject_code_to_name,ART6116,keep,,What is the title of ART6116?,ART6116 is Industrial Training.
1075,IR-MP-ART6116-003,intelligent_robotics_qa_pairs.jsonl,subject_name_to_code,ART6116,keep,,What is the subject code for Industrial Training?,The subject code for Industrial Training is ART6116.
1076,IR-MP-ART6116-004,intelligent_robotics_qa_pairs.jsonl,subject_aliases,ART6116,keep,,What aliases are listed for ART6116 Industrial Training?,Aliases for ART6116 Industrial Training: No aliases are listed.
1077,IR-MP-ART6116-005,intelligent_robotics_qa_pairs.jsonl,subject_placement,ART6116,keep,,When is ART6116 Industrial Training placed in the Intelligent Robotics plan?,"ART6116 Industrial Training is listed in Year 3, Trimester 3, intake cycle October/November 2028."
1078,IR-MP-ART6116-006,intelligent_robotics_qa_pairs.jsonl,subject_credits,ART6116,keep,,How many credit hours is ART6116?,ART6116 Industrial Training carries 6 credit hour(s).
1079,IR-MP-ART6116-007,intelligent_robotics_qa_pairs.jsonl,subject_contact_hours,ART6116,keep,,What are the contact hours for ART6116?,ART6116 Industrial Training contact hours: 90 hours.
1080,IR-MP-ART6116-008,intelligent_robotics_qa_pairs.jsonl,subject_prerequisite,ART6116,keep,,What prerequisite does Master&Plan list for ART6116 Industrial Training?,Prerequisite for ART6116 Industrial Training: Completed 60 credit hours
1081,IR-MP-ART6116-009,intelligent_robotics_qa_pairs.jsonl,subject_objective,ART6116,keep,,What is the objective of ART6116 Industrial Training?,"To expose students to the real working environment and get acquainted with organization structure, business operations and administrative functions; to gain hands-on experience in related fields; and to foster collaboration between industry and university."
1082,IR-MP-ART6116-010,intelligent_robotics_qa_pairs.jsonl,subject_assessment,ART6116,keep,,How is ART6116 Industrial Training assessed?,Performance assessed by company supervisor: 20%; Logbook assessed by company supervisor: 20%; Lecturer’s visit: 20%; Oral Presentation: 20%; Report: 20%.
1083,IR-MP-ART6116-011,intelligent_robotics_qa_pairs.jsonl,subject_assessment_item,ART6116,keep,,What is assessment item 1 for ART6116?,"Assessment item 1 for ART6116 Industrial Training: Performance assessed by company supervisor, 20%."
1084,IR-MP-ART6116-012,intelligent_robotics_qa_pairs.jsonl,subject_assessment_item,ART6116,keep,,What is assessment item 2 for ART6116?,"Assessment item 2 for ART6116 Industrial Training: Logbook assessed by company supervisor, 20%."
1085,IR-MP-ART6116-013,intelligent_robotics_qa_pairs.jsonl,subject_assessment_item,ART6116,keep,,What is assessment item 3 for ART6116?,"Assessment item 3 for ART6116 Industrial Training: Lecturer’s visit, 20%."
1086,IR-MP-ART6116-014,intelligent_robotics_qa_pairs.jsonl,subject_assessment_item,ART6116,keep,,What is assessment item 4 for ART6116?,"Assessment item 4 for ART6116 Industrial Training: Oral Presentation, 20%."
1087,IR-MP-ART6116-015,intelligent_robotics_qa_pairs.jsonl,subject_assessment_item,ART6116,keep,,What is assessment item 5 for ART6116?,"Assessment item 5 for ART6116 Industrial Training: Report, 20%."
1088,IR-MP-ART6116-016,intelligent_robotics_qa_pairs.jsonl,subject_laboratory,ART6116,keep,,Does ART6116 Industrial Training have laboratory work?,Laboratory for ART6116 Industrial Training: None specified.
1089,IR-MP-ART6116-017,intelligent_robotics_qa_pairs.jsonl,subject_topics,ART6116,keep,,What topics are covered in ART6116 Industrial Training?,Course contents for ART6116 Industrial Training: Industrial training; Passing all five assessment components separately to accumulate six credit hours
1090,IR-MP-ART6116-018,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,ART6116,keep,,What is topic 1 in ART6116?,Topic 1 in ART6116 Industrial Training: Industrial training.
1091,IR-MP-ART6116-019,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,ART6116,keep,,What is topic 2 in ART6116?,Topic 2 in ART6116 Industrial Training: Passing all five assessment components separately to accumulate six credit hours.
1092,IR-MP-ART6116-020,intelligent_robotics_qa_pairs.jsonl,subject_clos,ART6116,keep,,What are the course learning outcomes for ART6116 Industrial Training?,Course learning outcomes for ART6116 Industrial Training: Express technical experience and solutions in written or oral forms.; Demonstrate the codes of ethics and the responsibilities of engineering practice.; Use digital and numeracy skills or other relevant tools to solve problems.; Demonstrate the industrial best practices and entrepreneur principles in a team.
1093,IR-MP-ART6116-021,intelligent_robotics_qa_pairs.jsonl,subject_clo_item,ART6116,keep,,What is CLO 1 for ART6116?,CLO 1 for ART6116 Industrial Training: Express technical experience and solutions in written or oral forms.
1094,IR-MP-ART6116-022,intelligent_robotics_qa_pairs.jsonl,subject_clo_item,ART6116,keep,,What is CLO 2 for ART6116?,CLO 2 for ART6116 Industrial Training: Demonstrate the codes of ethics and the responsibilities of engineering practice.
1095,IR-MP-ART6116-023,intelligent_robotics_qa_pairs.jsonl,subject_clo_item,ART6116,keep,,What is CLO 3 for ART6116?,CLO 3 for ART6116 Industrial Training: Use digital and numeracy skills or other relevant tools to solve problems.
1096,IR-MP-ART6116-024,intelligent_robotics_qa_pairs.jsonl,subject_clo_item,ART6116,keep,,What is CLO 4 for ART6116?,CLO 4 for ART6116 Industrial Training: Demonstrate the industrial best practices and entrepreneur principles in a team.
1097,IR-MP-ART6116-025,intelligent_robotics_qa_pairs.jsonl,subject_source,ART6116,keep,,What sources were used for ART6116 Industrial Training?,ART6116 Industrial Training uses source structure BSc-IR-March-2026-T2610.pdf and source detail Subject Code all.docx.
1098,IR-MP-ART6116-026,intelligent_robotics_qa_pairs.jsonl,subject_notes,ART6116,keep,,What notes are listed for ART6116 Industrial Training?,Notes for ART6116 Industrial Training: None specified.
1099,IR-MP-ART6116-027,intelligent_robotics_qa_pairs.jsonl,subject_full_outline,ART6116,keep,,Show the full subject outline for ART6116 Industrial Training.,"Subject Code: ART6116

Title: Industrial Training

Category: industrial_training

Group: technical

Year: 3

Trimester: 3

Intake Cycle Label: October/November 2028

Credit Hours: 6

Contact Hours: 90 hours

Pre-Requisite: Completed 60 credit hours

Objective:
To expose students to the real working environment and get acquainted with organization structure, business operations and administrative functions; to gain hands-on experience in related fields; and to foster collaboration between industry and university.

Assessment:
- Performance assessed by company supervisor: 20%
- Logbook assessed by company supervisor: 20%
- Lecturer’s visit: 20%
- Oral Presentation: 20%
- Report: 20%

Course Contents:
- Industrial training
- Passing all five assessment components separately to accumulate six credit hours

Course Learning Outcomes:
- Express technical experience and solutions in written or oral forms.
- Demonstrate the codes of ethics and the responsibilities of engineering practice.
- Use digital and numeracy skills or other relevant tools to solve problems.
- Demonstrate the industrial best practices and entrepreneur principles in a team.

Source Structure: BSc-IR-March-2026-T2610.pdf

Source Detail: Subject Code all.docx"
1100,IR-MP-ART6116-028,intelligent_robotics_qa_pairs.jsonl,subject_study_scope,ART6116,keep,,What should a student know from ART6116 Industrial Training?,"ART6116 Industrial Training objective: To expose students to the real working environment and get acquainted with organization structure, business operations and administrative functions; to gain hands-on experience in related fields; and to foster collaboration between industry and university. Key contents: Industrial training; Passing all five assessment components separately to accumulate six credit hours Learning outcomes: Express technical experience and solutions in written or oral forms.; Demonstrate the codes of ethics and the responsibilities of engineering practice.; Use digital and numeracy skills or other relevant tools to solve problems.; Demonstrate the industrial best practices and entrepreneur principles in a team."
1101,IR-MP-LMPU3312-001,intelligent_robotics_qa_pairs.jsonl,subject_overview,LMPU3312,keep,,What is LMPU3312 Integrity and Leadership about?,LMPU3312 Integrity and Leadership is a mpu subject in the university group. Objective: The course aims to spread the importance of integrity and anti-corruption practices among the young generation before they enter the workforce.
1102,IR-MP-LMPU3312-002,intelligent_robotics_qa_pairs.jsonl,subject_code_to_name,LMPU3312,keep,,What is the title of LMPU3312?,LMPU3312 is Integrity and Leadership.
1103,IR-MP-LMPU3312-003,intelligent_robotics_qa_pairs.jsonl,subject_name_to_code,LMPU3312,keep,,What is the subject code for Integrity and Leadership?,The subject code for Integrity and Leadership is LMPU3312.
1104,IR-MP-LMPU3312-004,intelligent_robotics_qa_pairs.jsonl,subject_aliases,LMPU3312,keep,,What aliases are listed for LMPU3312 Integrity and Leadership?,Aliases for LMPU3312 Integrity and Leadership: No aliases are listed.
1105,IR-MP-LMPU3312-005,intelligent_robotics_qa_pairs.jsonl,subject_placement,LMPU3312,keep,,When is LMPU3312 Integrity and Leadership placed in the Intelligent Robotics plan?,"LMPU3312 Integrity and Leadership is listed in Year 1, Trimester 1, intake cycle March/April 2026."
1106,IR-MP-LMPU3312-006,intelligent_robotics_qa_pairs.jsonl,subject_credits,LMPU3312,keep,,How many credit hours is LMPU3312?,LMPU3312 Integrity and Leadership carries 2 credit hour(s).
1107,IR-MP-LMPU3312-007,intelligent_robotics_qa_pairs.jsonl,subject_contact_hours,LMPU3312,keep,,What are the contact hours for LMPU3312?,LMPU3312 Integrity and Leadership contact hours: 28 hours.
1108,IR-MP-LMPU3312-008,intelligent_robotics_qa_pairs.jsonl,subject_prerequisite,LMPU3312,keep,,What prerequisite does Master&Plan list for LMPU3312 Integrity and Leadership?,Prerequisite for LMPU3312 Integrity and Leadership: N.A.
1109,IR-MP-LMPU3312-009,intelligent_robotics_qa_pairs.jsonl,subject_objective,LMPU3312,keep,,What is the objective of LMPU3312 Integrity and Leadership?,The course aims to spread the importance of integrity and anti-corruption practices among the young generation before they enter the workforce.
1110,IR-MP-LMPU3312-010,intelligent_robotics_qa_pairs.jsonl,subject_assessment,LMPU3312,keep,,How is LMPU3312 Integrity and Leadership assessed?,Quiz: 40%; Project: 60%.
1111,IR-MP-LMPU3312-011,intelligent_robotics_qa_pairs.jsonl,subject_assessment_item,LMPU3312,keep,,What is assessment item 1 for LMPU3312?,"Assessment item 1 for LMPU3312 Integrity and Leadership: Quiz, 40%."
1112,IR-MP-LMPU3312-012,intelligent_robotics_qa_pairs.jsonl,subject_assessment_item,LMPU3312,keep,,What is assessment item 2 for LMPU3312?,"Assessment item 2 for LMPU3312 Integrity and Leadership: Project, 60%."
1113,IR-MP-LMPU3312-013,intelligent_robotics_qa_pairs.jsonl,subject_laboratory,LMPU3312,keep,,Does LMPU3312 Integrity and Leadership have laboratory work?,Laboratory for LMPU3312 Integrity and Leadership: None specified.
1114,IR-MP-LMPU3312-014,intelligent_robotics_qa_pairs.jsonl,subject_topics,LMPU3312,keep,,What topics are covered in LMPU3312 Integrity and Leadership?,"Course contents for LMPU3312 Integrity and Leadership: Corruption and anti-corruption; Agencies related to anti-corruption and integrity; SPRM Act 2009; White collar crime; Factor, symptom and impact of corruption; Social institution roles in integrity culture; Reporting corruption, preventive and government initiatives; Auditor General's Report and common issues in government procurement; Corporate liability and leadership liability; Leadership with professional integrity"
1115,IR-MP-LMPU3312-015,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,LMPU3312,keep,,What is topic 1 in LMPU3312?,Topic 1 in LMPU3312 Integrity and Leadership: Corruption and anti-corruption.
1116,IR-MP-LMPU3312-016,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,LMPU3312,keep,,What is topic 2 in LMPU3312?,Topic 2 in LMPU3312 Integrity and Leadership: Agencies related to anti-corruption and integrity.
1117,IR-MP-LMPU3312-017,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,LMPU3312,keep,,What is topic 3 in LMPU3312?,Topic 3 in LMPU3312 Integrity and Leadership: SPRM Act 2009.
1118,IR-MP-LMPU3312-018,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,LMPU3312,keep,,What is topic 4 in LMPU3312?,Topic 4 in LMPU3312 Integrity and Leadership: White collar crime.
1119,IR-MP-LMPU3312-019,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,LMPU3312,keep,,What is topic 5 in LMPU3312?,"Topic 5 in LMPU3312 Integrity and Leadership: Factor, symptom and impact of corruption."
1120,IR-MP-LMPU3312-020,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,LMPU3312,keep,,What is topic 6 in LMPU3312?,Topic 6 in LMPU3312 Integrity and Leadership: Social institution roles in integrity culture.
1121,IR-MP-LMPU3312-021,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,LMPU3312,keep,,What is topic 7 in LMPU3312?,"Topic 7 in LMPU3312 Integrity and Leadership: Reporting corruption, preventive and government initiatives."
1122,IR-MP-LMPU3312-022,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,LMPU3312,keep,,What is topic 8 in LMPU3312?,Topic 8 in LMPU3312 Integrity and Leadership: Auditor General's Report and common issues in government procurement.
1123,IR-MP-LMPU3312-023,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,LMPU3312,keep,,What is topic 9 in LMPU3312?,Topic 9 in LMPU3312 Integrity and Leadership: Corporate liability and leadership liability.
1124,IR-MP-LMPU3312-024,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,LMPU3312,keep,,What is topic 10 in LMPU3312?,Topic 10 in LMPU3312 Integrity and Leadership: Leadership with professional integrity.
1125,IR-MP-LMPU3312-025,intelligent_robotics_qa_pairs.jsonl,subject_clos,LMPU3312,keep,,What are the course learning outcomes for LMPU3312 Integrity and Leadership?,Course learning outcomes for LMPU3312 Integrity and Leadership: Apply the concept of integrity and anti-corruption in daily activities.; Demonstrate ability to lead and work collaboratively.
1126,IR-MP-LMPU3312-026,intelligent_robotics_qa_pairs.jsonl,subject_clo_item,LMPU3312,keep,,What is CLO 1 for LMPU3312?,CLO 1 for LMPU3312 Integrity and Leadership: Apply the concept of integrity and anti-corruption in daily activities.
1127,IR-MP-LMPU3312-027,intelligent_robotics_qa_pairs.jsonl,subject_clo_item,LMPU3312,keep,,What is CLO 2 for LMPU3312?,CLO 2 for LMPU3312 Integrity and Leadership: Demonstrate ability to lead and work collaboratively.
1128,IR-MP-LMPU3312-028,intelligent_robotics_qa_pairs.jsonl,subject_source,LMPU3312,keep,,What sources were used for LMPU3312 Integrity and Leadership?,LMPU3312 Integrity and Leadership uses source structure BSc-IR-March-2026-T2610.pdf and source detail LMPU3312 — Integrity and Leadership.pdf.
1129,IR-MP-LMPU3312-029,intelligent_robotics_qa_pairs.jsonl,subject_notes,LMPU3312,keep,,What notes are listed for LMPU3312 Integrity and Leadership?,Notes for LMPU3312 Integrity and Leadership: None specified.
1130,IR-MP-LMPU3312-030,intelligent_robotics_qa_pairs.jsonl,subject_full_outline,LMPU3312,keep,,Show the full subject outline for LMPU3312 Integrity and Leadership.,"Subject Code: LMPU3312

Title: Integrity and Leadership

Category: mpu

Group: university

Year: 1

Trimester: 1

Intake Cycle Label: March/April 2026

Credit Hours: 2

Contact Hours: 28 hours

Pre-Requisite: N.A.

Objective:
The course aims to spread the importance of integrity and anti-corruption practices among the young generation before they enter the workforce.

Assessment:
- Quiz: 40%
- Project: 60%

Course Contents:
- Corruption and anti-corruption
- Agencies related to anti-corruption and integrity
- SPRM Act 2009
- White collar crime
- Factor, symptom and impact of corruption
- Social institution roles in integrity culture
- Reporting corruption, preventive and government initiatives
- Auditor General's Report and common issues in government procurement
- Corporate liability and leadership liability
- Leadership with professional integrity

Course Learning Outcomes:
- Apply the concept of integrity and anti-corruption in daily activities.
- Demonstrate ability to lead and work collaboratively.

Source Structure: BSc-IR-March-2026-T2610.pdf

Source Detail: LMPU3312 — Integrity and Leadership.pdf"
1131,IR-MP-LMPU3312-031,intelligent_robotics_qa_pairs.jsonl,subject_study_scope,LMPU3312,keep,,What should a student know from LMPU3312 Integrity and Leadership?,"LMPU3312 Integrity and Leadership objective: The course aims to spread the importance of integrity and anti-corruption practices among the young generation before they enter the workforce. Key contents: Corruption and anti-corruption; Agencies related to anti-corruption and integrity; SPRM Act 2009; White collar crime; Factor, symptom and impact of corruption; Social institution roles in integrity culture; Reporting corruption, preventive and government initiatives; Auditor General's Report and common issues in government procurement; Corporate liability and leadership liability; Leadership with professional integrity Learning outcomes: Apply the concept of integrity and anti-corruption in daily activities.; Demonstrate ability to lead and work collaboratively."
1132,IR-MP-LMPU3192-001,intelligent_robotics_qa_pairs.jsonl,subject_overview,LMPU3192,keep,,What is LMPU3192 Falsafah dan Isu Semasa about?,"LMPU3192 Falsafah dan Isu Semasa is a mpu subject in the university group. Objective: To equip students to think critically and logically, to debate analytically and methodically, and to respond more sensibly and judiciously to the different challenges of current issues and ideologies."
1133,IR-MP-LMPU3192-002,intelligent_robotics_qa_pairs.jsonl,subject_code_to_name,LMPU3192,keep,,What is the title of LMPU3192?,LMPU3192 is Falsafah dan Isu Semasa.
1134,IR-MP-LMPU3192-003,intelligent_robotics_qa_pairs.jsonl,subject_name_to_code,LMPU3192,keep,,What is the subject code for Falsafah dan Isu Semasa?,The subject code for Falsafah dan Isu Semasa is LMPU3192.
1135,IR-MP-LMPU3192-004,intelligent_robotics_qa_pairs.jsonl,subject_aliases,LMPU3192,keep,,What aliases are listed for LMPU3192 Falsafah dan Isu Semasa?,Aliases for LMPU3192 Falsafah dan Isu Semasa: Philosophy and Current Issues
1136,IR-MP-LMPU3192-005,intelligent_robotics_qa_pairs.jsonl,subject_placement,LMPU3192,keep,,When is LMPU3192 Falsafah dan Isu Semasa placed in the Intelligent Robotics plan?,"LMPU3192 Falsafah dan Isu Semasa is listed in Year 1, Trimester 2, intake cycle July/August 2026."
1137,IR-MP-LMPU3192-006,intelligent_robotics_qa_pairs.jsonl,subject_credits,LMPU3192,keep,,How many credit hours is LMPU3192?,LMPU3192 Falsafah dan Isu Semasa carries 2 credit hour(s).
1138,IR-MP-LMPU3192-007,intelligent_robotics_qa_pairs.jsonl,subject_contact_hours,LMPU3192,keep,,What are the contact hours for LMPU3192?,LMPU3192 Falsafah dan Isu Semasa contact hours: 26 hours.
1139,IR-MP-LMPU3192-008,intelligent_robotics_qa_pairs.jsonl,subject_prerequisite,LMPU3192,keep,,What prerequisite does Master&Plan list for LMPU3192 Falsafah dan Isu Semasa?,Prerequisite for LMPU3192 Falsafah dan Isu Semasa: Nil
1140,IR-MP-LMPU3192-009,intelligent_robotics_qa_pairs.jsonl,subject_objective,LMPU3192,keep,,What is the objective of LMPU3192 Falsafah dan Isu Semasa?,"To equip students to think critically and logically, to debate analytically and methodically, and to respond more sensibly and judiciously to the different challenges of current issues and ideologies."
1141,IR-MP-LMPU3192-010,intelligent_robotics_qa_pairs.jsonl,subject_assessment,LMPU3192,keep,,How is LMPU3192 Falsafah dan Isu Semasa assessed?,Assignment 1: 30%; Presentation: 20%; Quiz: 20%; Assignment 2: 30%.
1142,IR-MP-LMPU3192-011,intelligent_robotics_qa_pairs.jsonl,subject_assessment_item,LMPU3192,keep,,What is assessment item 1 for LMPU3192?,"Assessment item 1 for LMPU3192 Falsafah dan Isu Semasa: Assignment 1, 30%."
1143,IR-MP-LMPU3192-012,intelligent_robotics_qa_pairs.jsonl,subject_assessment_item,LMPU3192,keep,,What is assessment item 2 for LMPU3192?,"Assessment item 2 for LMPU3192 Falsafah dan Isu Semasa: Presentation, 20%."
1144,IR-MP-LMPU3192-013,intelligent_robotics_qa_pairs.jsonl,subject_assessment_item,LMPU3192,keep,,What is assessment item 3 for LMPU3192?,"Assessment item 3 for LMPU3192 Falsafah dan Isu Semasa: Quiz, 20%."
1145,IR-MP-LMPU3192-014,intelligent_robotics_qa_pairs.jsonl,subject_assessment_item,LMPU3192,keep,,What is assessment item 4 for LMPU3192?,"Assessment item 4 for LMPU3192 Falsafah dan Isu Semasa: Assignment 2, 30%."
1146,IR-MP-LMPU3192-015,intelligent_robotics_qa_pairs.jsonl,subject_laboratory,LMPU3192,keep,,Does LMPU3192 Falsafah dan Isu Semasa have laboratory work?,Laboratory for LMPU3192 Falsafah dan Isu Semasa: None specified.
1147,IR-MP-LMPU3192-016,intelligent_robotics_qa_pairs.jsonl,subject_topics,LMPU3192,keep,,What topics are covered in LMPU3192 Falsafah dan Isu Semasa?,Course contents for LMPU3192 Falsafah dan Isu Semasa: Introduction to philosophy; Metaphysics; Epistemology; Ideology; Philosophy in life; Logic; Psychology and sociology; Decolonization; Selected case study on philosophy and current issues
1148,IR-MP-LMPU3192-017,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,LMPU3192,keep,,What is topic 1 in LMPU3192?,Topic 1 in LMPU3192 Falsafah dan Isu Semasa: Introduction to philosophy.
1149,IR-MP-LMPU3192-018,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,LMPU3192,keep,,What is topic 2 in LMPU3192?,Topic 2 in LMPU3192 Falsafah dan Isu Semasa: Metaphysics.
1150,IR-MP-LMPU3192-019,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,LMPU3192,keep,,What is topic 3 in LMPU3192?,Topic 3 in LMPU3192 Falsafah dan Isu Semasa: Epistemology.
1151,IR-MP-LMPU3192-020,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,LMPU3192,keep,,What is topic 4 in LMPU3192?,Topic 4 in LMPU3192 Falsafah dan Isu Semasa: Ideology.
1152,IR-MP-LMPU3192-021,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,LMPU3192,keep,,What is topic 5 in LMPU3192?,Topic 5 in LMPU3192 Falsafah dan Isu Semasa: Philosophy in life.
1153,IR-MP-LMPU3192-022,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,LMPU3192,keep,,What is topic 6 in LMPU3192?,Topic 6 in LMPU3192 Falsafah dan Isu Semasa: Logic.
1154,IR-MP-LMPU3192-023,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,LMPU3192,keep,,What is topic 7 in LMPU3192?,Topic 7 in LMPU3192 Falsafah dan Isu Semasa: Psychology and sociology.
1155,IR-MP-LMPU3192-024,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,LMPU3192,keep,,What is topic 8 in LMPU3192?,Topic 8 in LMPU3192 Falsafah dan Isu Semasa: Decolonization.
1156,IR-MP-LMPU3192-025,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,LMPU3192,keep,,What is topic 9 in LMPU3192?,Topic 9 in LMPU3192 Falsafah dan Isu Semasa: Selected case study on philosophy and current issues.
